addr,web_add,company_info,company,pay,jobname
北京,https://jobs.51job.com/all/co4029790.html,"岗位职责：,1、制定Python培训项目研发和培训规划，并负责协调部署各部门落实执行；,2、管理参与项目的日常教学工作和师资培训，并对项目业绩指标进行考核；,3、管控Python教学部门工作目标、管理措施和方案，统筹教学培训相关工作；,任职要求：,1、有相关的创业经验，知名本科毕业，有知名公司任职经历优先；,2、必须有3年以上的Python工作经验；,3、具备优秀的领导能力、团队管理能力，良好的沟通协调能力和和把握全局的能力；,公司官网：,http://www.lttest.cn,福利待遇：,项目分红面谈。",汉科软（北京）科技有限公司,1-1.5万/月,Python培训项目合伙人
北京-朝阳区,https://jobs.51job.com/all/co2827826.html,,长安通信科技有限责任公司,1-1.5万/月,python 研发工程师
北京,https://jobs.51job.com/all/co2187800.html,,北京斯普信信息技术有限公司,1-1.5万/月,Python开发工程师
北京-海淀区,https://jobs.51job.com/all/co3591316.html,"岗位职责：,1、负责公司主站，App，API等产品的后端开发工作；,2、与产品 & FE & APP 工程师一起探讨 & 实现各类产品的新功能及改进；,3、与其他聪明的工程师一起实现稳定、可扩展的后台服务；,4、数据驱动，不断通过产品和技术数据进行改进，并完成快速迭代。,任职要求：,1、计算机相关基础知识扎实，了解常用数据结构和算法；,2、掌握至少一门编程语言，如 Python、Java等；,3、熟悉常用的 Web 开发相关技术， Web 框架、HTTP/HTTPS 协议、Web 安全等；,4、掌握关系数据库及 SQL 相关知识，熟悉至少一种NoSql，熟悉基本的设计和优化原则。,加分项：,1、熟悉 Python 语言，了解 Gevent、Tornado 等异步开发框架或模型,2、有微服务开发经验，熟悉Spring Boot等微服务框架,3、在开源社区有作品，或向社区提交过 bug 或 patch",北京思睿网信科技有限公司,1.5-2万/月,python架构师
北京-海淀区,https://jobs.51job.com/all/co3591316.html,"岗位职责：,1、负责公司主站，App，API等产品的后端开发工作；,2、与产品 & FE & APP 工程师一起探讨 & 实现各类产品的新功能及改进；,3、与其他聪明的工程师一起实现稳定、可扩展的后台服务；,4、数据驱动，不断通过产品和技术数据进行改进，并完成快速迭代。,任职要求：,1、计算机相关基础知识扎实，了解常用数据结构和算法；,2、掌握至少一门编程语言，如 Python、Java等；,3、熟悉常用的 Web 开发相关技术， Web 框架、HTTP/HTTPS 协议、Web 安全等；,4、掌握关系数据库及 SQL 相关知识，熟悉至少一种NoSql，熟悉基本的设计和优化原则。,加分项：,1、熟悉 Python 语言，了解 Gevent、Tornado 等异步开发框架或模型,2、有微服务开发经验，熟悉Spring Boot等微服务框架,3、在开源社区有作品，或向社区提交过 bug 或 patch",北京思睿网信科技有限公司,1.5-2万/月,python架构师
北京-东城区,https://jobs.51job.com/all/co2909735.html,base 北京,金恪投资控股股份有限公司,2-3万/月,Python高级开发工程师
北京-东城区,https://jobs.51job.com/all/co2909735.html,base 北京,金恪投资控股股份有限公司,2-3万/月,Python高级开发工程师
北京-朝阳区,https://jobs.51job.com/all/co3410288.html,"1、负责在线娃娃机的管理后台系统的研发,2、负责统计后台搭建 3、负责监控后台搭建,1、本科以上学历，5年以上同岗位工作经验。,2、有成熟的管理后台项目的开发经验,3、有bi项目开发经验者优先 4、同时具备Python与Java开发经验者优先",Forgame——云游控股集团,2-3万/月,python后台研发工程师(职位编号：forgame000544)
北京-东城区,https://jobs.51job.com/all/co3921006.html,,北京神黄科技股份有限公司,1-2万/月,Python开发工程师
北京-朝阳区,https://jobs.51job.com/all/co4049688.html,,360金融,2-3万/月,Python开发工程师
北京-海淀区,https://jobs.51job.com/all/co3339961.html,"1、  负责公司产品的售前、售中、售后技术支持和客户服务工作；,2、  配合销售做好售前技术咨询，了解客户应用需求，提供解决方案；,3、  根据客户需求，能够对相关计算软件（Python编程）进行2次开发，调整软件相关参数；,4、  整理产品技术资料，提供销售部门需求的技术文件；,5、  负责公司产品的对内对外的应用培训。,任职要求：,1、硕士学历或具有2年相关工作经验的学士；,2、生态学、环境科学、气象学、农学、化学分析或质检相关专业；,3、具备优秀的语言表达能力和良好的社会关系及敏捷的思维和应急处理能力；,4、具有较强的英语能力，能够和国外人员进行技术问题沟通；,5、良好的沟通及团队协作能力；能承受高强度的工作压力；独立处理、解决问题的能力，适应出差要求；,6、有温室气体研究经历或稳定性同位素研究经历的优先考虑；,7、有环保或质检经验或相关设备销售经验的优先考虑；,8、有航空、国防或应急响应领域相关设备推广和销售经验的优先考虑。,9、熟悉Python语言，熟练掌握利用Python开发科学计算的应用程序；,10、有实际的利用Python开发经历的经验者优先 。,薪资：10W+ ， 15W+ ， 20W+ 依能力无上限,我们一直在为您和我们创造机会，也一直为我们寻找最出色的人才。无论你想成为工程师， 销售主管，还是其他角色的工作人员，只要您拥有非凡智慧与创造力、勇于面对任何挑战，对所从事的工作倍感兴奋，那么，请您加入到北京普瑞亿科科技有限公司；只要您天赋异禀、锐意进取、坚持不懈、勇往直前，北京普瑞亿科科技有限公司乐意为您提供最广阔的施展平台，甚至超乎你的想象；只要您兢兢业业、脚踏实地、无私奉献、恪尽职守，您会获得对等的福利待遇、晋升机会和出国旅游和学习机会。与此同时，公司职员国家法定节假日、国家规定保险（五险）、节日福利、年假、年度体检、旅游和聚会等一系列福利。,有意者请将中英文简历发送至：info@pri-eco.com，我们将电话通知初选合格者进行面试。未接电话通知者，您的资料将会进入我公司的人才库，有新的职位时会优先予以考虑。",北京普瑞亿科科技有限公司,0.5-1万/月,Python运维工程师
北京-海淀区,https://jobs.51job.com/all/co1994981.html,,国广东方网络（北京）有限公司,1-1.5万/月,python开发工程师
北京-东城区,https://jobs.51job.com/all/co2284274.html,"1、创新项目及公司内部管理系统后台相关服务端的研发和维护；,2、网页信息抓取结果的抽取、数据清洗、分类、聚类等研发工作求；,3、根据技术部门要求完成技术研究工作，并输出研究成果和落地工作；,4、根据产品需要完成项目功能开发。,1、3年python开发经验，熟悉Python主流类库使用，构建过nginx+uWSGI+python的web-services者优先；,2、 熟悉Mysql，Docker，熟练使用Redis，Memcache，MQ等常用第三方组件； ,3、熟练掌握HTTP，TCP/IP，网络编程，爬虫技术； ,4、熟悉分布式系统，对网络和并发编程有丰富的经验，熟悉Linux/Unix平台，能熟练使用脚本语言进行系统日志分析者优先； ,5、喜欢尝试新技术，对于使用过的开源软件能了解到它的原理和机制； ,6、乐观，积极，富有团队精神。",游族网络,1.2-1.8万/月,Python开发工程师-base北京(职位编号：youzu002470)
北京-西城区,https://jobs.51job.com/all/co4505558.html,,明睿（北京）资本管理有限公司,2-3万/月,量化开发工程师（Java/C++/Python方向）
北京-朝阳区,https://jobs.51job.com/all/co2215669.html,", ,	,负责解析,文本，结构化数据, ,	,负责数据清洗工作, ,	,参与爬虫脚本的开发工作, ,	, ,	岗位要求：, ,	,计算机相关专业，本科以上学历, ,	,有一年以上相关工作经验, ,	,熟悉正则表达式、,的基本标签, ,	,熟悉,，熟悉,常用命令，以及虚拟机, ,	,熟悉,优先， 熟悉机器学习算法优先，熟悉,云服务优先,",完美世界（北京）总部/完美时空,1.5-2万/月,python工程师
上海-浦东新区,https://jobs.51job.com/all/co134270.html,,展讯通信（上海）有限公司,2.5-3.5万/月,深度学习框架开发工程师J10904
北京,https://jobs.51job.com/all/co3643680.html,,北京展讯高科通信技术有限公司,2.5-3.5万/月,深度学习框架开发工程师J10904
北京,https://jobs.51job.com/all/co2698897.html,"岗位职责：,1. 通过追踪研发及转化前沿计算机科学技术，实现智慧教育、智能医疗相关产品的开发；,2. 基于图像分析（计算机视觉）、机器学习、深度学习、自然语言处理和大规模分布式计算等方面的算法和实现方法，利用C++/Python/Matlab或相关编程语言进行产品开发。,任职要求：,1. 具有丰富的软件开发工作经验，优秀的应届毕业生亦可；,2. 精通C++/Python/Matlab 或相关开发语言, 能够高效、高质量实现复杂的算法；,3. 熟悉机器学习方面算法知识，以及具有生物医药、教育背景的优先；,4. 面对技术方面的挑战能够提出创新的解决方案，并乐于在充满活力的创新团队工作；",北京汉唐自远技术股份有限公司,1.5-2万/月,AI开发工程师
北京-海淀区,https://jobs.51job.com/all/co4786326.html,"1.    跟进公司产品开发的业务需求，指导并检查单元测试代码的编写；,2.    开发和维护API测试、集成测试、UI测试等自动化测试工具；,3.    设计、构建和优化持续交付流程，开发和维护相关的持续交付工具；,4.    构建和优化公司的开发测试流程，促进软件质量和生产力的提升。,任职资格：,1、电气工程、数学、计算机、物理、热能、自动化等相关专业；,2、熟悉各类数据挖掘算法，如聚类、回归等,3、熟悉机器学习/深度学习框架者优先，例如sklearn、tensorflow等,4、至少熟悉一门编程语言，如C++/Java/Python等,5、有电力/能源规划决策领域相关项目经验优先；,6、善于学习总结，有较强的求知欲，对探索未知领域和解决问题充满热情；,7、工作严谨踏实，责任心强，条理清楚；有良好的团队合作精神和沟通能力；",北京清能互联科技有限公司,1-2万/月,算法工程师（数据挖掘）
北京,https://jobs.51job.com/all/co3572361.html,"（一）岗位职责,1、根据产品需求进行自动化/性能测试工作，包括参与需求分析，设计和执行测试用例，进行缺陷跟踪和软件质量分析等；,2、负责开发测试工具和自动测试框架、自动测试脚本，进行自动化测试，高效的完成测试工作；,3、负责编写公司内部的自动化测试的流程规范和技术标准；,4、对测试结果进行总结与统计分析，输出自动化测试报告，编写完整的测试报告等相关的技术文档,5、对测试中发现的问题进行详细分析和准确定位，与开发人员讨论缺陷解决方案，对测试进行跟踪, ,（二）岗位要求,-计算机相关专业，有三年以上自动化测试相关工作经验,-有较好的开发、测试技术功底，熟悉JAVA、PYTHON等常用软件或者工具开发语言，熟悉测试流程；,-熟悉各类测试工具(如：UFT、selenium、Loadrunner、jmeter)，能够独立完成测试任务,-熟悉自动化测试框架，具有开发自动化测试框架者优先,-学习能力强，有较强分析和解决问题的能力，具有较强逻辑思维能力和表达能力,                                                            ,-工作积极主动，有强烈责任心和严谨工作作风，积极思考，不断创新,良好的协作沟通能力和团队合作精神",中建材信息技术股份有限公司,0.8-1.5万/月,自动化测试工程师-北京
北京-海淀区,https://jobs.51job.com/all/co2821227.html,"1. 参与滴滴业务系统的设计、研发工作，提升产品稳定性；,2. 有良好的拆解需求、分析问题能力；                    ,3. 进行相关产品的技术文档编写，方案设计；,4. 学习研究业界先进技术，保持技术进步。,1. 本科及以上学历，计算机相关专业，两年以上服务端研发经验；,2. 深入理解计算机原理，有扎实的数据结构和算法基础；,3. 深入理解linux系统及其原理，熟悉TCP/IP、HTTP协议以及网络编程；,4. 良好的编码和文档习惯，注重代码风格，熟悉各种设计模式和原则，能持续的关注和优化自己做的项目；,5. 精通PHP/Python等至少一门语言，有Go开发经验者优先；,6. 熟悉常用的互联网技术，包括但不限于MySQL、NoSQL、RPC、MQ、缓存技术、微服务架构等；,                                        ,7. 具有分布式系统设计和开发经验者优先。",滴滴出行,2-4万/月,PHP高级开发工程师
北京-朝阳区,https://jobs.51job.com/all/co279126.html,"**你将负责这些事儿**,1 维护和管理大数据平台和服务器集群；,2 理解业务，描述需求，与外部合作伙伴对接，跟进合作伙伴开发进展；,3 维护和管理与外部合作伙伴的数据接口，及时发现问题，做出响应，提出改进意见；,4 维护已有数据工具，根据业务需要参与编制新工具或修改完善已有工具；,5 根据业务需要，对数据进行挖掘和分析、标签化处理等；,**希望你**,1 是一个技术控，是一个数据流，更是一个热衷于解决问题的人；,2 对互联网技术、软件感兴趣，对技术喜欢刨根问底，知道并不断学习正确的做事方法，知道去哪里获取靠谱的信息，并且愿意想方设法解决问题；,3 坚韧，有目标感，能承受短期压力；,4 逻辑性强，能用清晰的语言表达复杂的逻辑；,5 热爱学习；,**技术上要求你**,1 理工科，本科以上学历，具有数学或统计学背景优先（建模、统计、分析、数学）；,2 有编程经验，有软件项目经验者加分；,3 熟悉Python语言，能够熟练的应用Python进行数据处理和可视化分析；,4 熟悉Linux，理解Unix类操作系统原理；,5 熟悉Oracle或MySQL，或者任何一种关系型数据库，熟悉基础的CRUD操作；,6 了解任何一种NoSQL数据产品，有相关应用经验者加分；,7 了解Elasticsearch者加分；,**团队要求你**,1 工作主动性强，自我驱动，目标导向，结果导向；,2 具有独立分析和解决问题的能力；,3 能够与人融洽相处，善于沟通和团队合作；,4 能够适应多种工作角色的迅速转换，抗压能力强。",中国广视索福瑞媒介研究有限责任公司,0.8-1万/月,数据工程师
北京-海淀区,https://jobs.51job.com/all/co4757187.html,,北京易霖博信息技术有限公司,1.5-2万/月,PHP高级开发工程师
北京,https://jobs.51job.com/all/co191994.html,"职位描述：,1、组织建设研发团队；,2、开发与数据分析相关的系统和工具；,3、开发与实际业务相关的数据挖掘算法及业务分析算法；,4、开发相关的配套ETL工具。,任职要求：,1、熟悉Java程序设计，三年以上后台开发经验；,2、熟悉数据分析和数据挖掘的方法；,3、有Python或R、或者SparKML开发经验者优先；,4、有创新精神，具有一定的算法设计和开发能力；,5、有丰富的分布式编程经验；,6、熟悉数据库开发和操作，了解数据分析和数据挖掘的方法；,7、有基于Spark开发数据挖掘实践经验者优先。",迪思杰（北京）数据管理技术有限公司,1.5-2万/月,大数据分析部门经理
北京-海淀区,https://jobs.51job.com/all/co3533813.html,"岗位职责:,（1）负责视觉检测领域中机器学习算法与软件设计开发；,（2）负责基于机器学习的工业视觉检测技术方案、学习算法、数据处理、训练和推理过程的系统架构设计。,岗位要求:,（1）本科及以上学历，计算机、图像处理、数学、机械、自动化相关专业背景；,（2）熟悉掌握CNN、RNN、SVM、LSTM、GRU等机器学习模型，以及深度学习的原理与主流架构；,（3）熟悉机器学习、图像处理的经典算法，熟悉OpenCV或HALCON；,（4）具有良好工程实现和调优能力，熟练掌握Python，JAVA等编程语言，熟悉TensorFlow，Pytorch等深度学习框架；,（5）有相关机器学习和机器视觉设计开发经验者优先考虑。,薪酬福利:,（1）提供具有市场竞争力的薪酬；,（2）具体***。",北京通达信科科技有限公司,1-1.5万/月,机器学习研发工程师
北京-海淀区,https://jobs.51job.com/all/co3533813.html,"岗位职责:,（1）负责视觉检测领域中机器学习算法与软件设计开发；,（2）负责基于机器学习的工业视觉检测技术方案、学习算法、数据处理、训练和推理过程的系统架构设计。,岗位要求:,（1）本科及以上学历，计算机、图像处理、数学、机械、自动化相关专业背景；,（2）熟悉掌握CNN、RNN、SVM、LSTM、GRU等机器学习模型，以及深度学习的原理与主流架构；,（3）熟悉机器学习、图像处理的经典算法，熟悉OpenCV或HALCON；,（4）具有良好工程实现和调优能力，熟练掌握Python，JAVA等编程语言，熟悉TensorFlow，Pytorch等深度学习框架；,（5）有相关机器学习和机器视觉设计开发经验者优先考虑。,薪酬福利:,（1）提供具有市场竞争力的薪酬；,（2）具体***。",北京通达信科科技有限公司,1-1.5万/月,机器学习研发工程师
北京,https://jobs.51job.com/all/co552359.html,,绿盟科技,2-2.5万/月,.NET中高级开发工程师J10757
北京,https://jobs.51job.com/all/co3589953.html,,百世诺（北京）医疗科技有限公司,0.8-1万/月,生物信息工程师
北京-海淀区,https://jobs.51job.com/all/co3550233.html,,北京品科技术有限公司,1.2-2.5万/月,网络协议研发工程师
北京-海淀区,https://jobs.51job.com/all/co3550233.html,,北京品科技术有限公司,1.2-2.5万/月,网络协议研发工程师
北京,https://jobs.51job.com/all/co3014243.html,,上海云克网络科技有限公司北京市朝阳分公司,2-2.5万/月,GO开发工程师
北京,https://jobs.51job.com/all/co3014243.html,,上海云克网络科技有限公司北京市朝阳分公司,2-2.5万/月,GO开发工程师
北京-昌平区,https://jobs.51job.com/all/co150020.html,"任职要求：,1、本科及以上学历；计算机相关专业；,2、精通数据库原理、各类数据模型设计方法；,3、掌握至少一种数据库开发技术：Oracle、Teradata、DB2、Mysql等，灵活运用SQL实现海量数据ETL加工处理；,4、熟练掌握一门或多门编程语言，重点考察Java、Python；,5、理解能力强、逻辑思维能力强、团队协作能力强；,6、熟悉数据仓库模型设计与ETL开发优先；,7、有大型项目建设经验者优先；,985、211学校优先，条件优秀者可有机会落户北京，欢迎2018届的 电子/计算机/软件相关专业 应届硕士投递简历!,公司福利：,国企上市公司，择优解决户口,七险一金、通讯补贴、免费宿舍,防暑降温补贴、免费体检,培训、拓展、工会旅游活动等?",中国软件与技术服务股份有限公司,0.8-1万/月,大数据开发工程师（2018届校招）
北京-海淀区,https://jobs.51job.com/all/co2723086.html,"岗位职责：,1、负责公司gis产品及项目软件部署、安装调试、功能性能测试工作； ,2、负责公司gis软件产品技术支持服务、咨询解答等； , 任职要求： ,1. 本科以上学历，GIS、计算机相关专业； ,2. 熟悉常用软件测试工具,熟悉测试分析技术,有较强的逻辑分析能力和总结能力； ,3. 规范编写项目测试计划、测试用例、测试报告,熟悉常用缺陷管理工具； ,4、掌握至少一种数据库：Oracle/MySQL/PostgreSQL等数据库应用，精通SQL句； ,5、两年以上Linux系统深度使用或维护经验，会自己搭建测试环境和准备测试数据 ,6、了解LoadRunner、Jmeter等性能测试工具，熟悉性能的监控方法与原理，能对系统性能瓶颈进行简单定位、监控及优化分析,7、可接收短期出差。 ,优先录用条件：            ,1. GIS专业 ,2. 掌握Java或python或Shell等语言，有开发基础 ,3. 曾经参加过大型项目部署、实施、测试、性能优化",北京博阳世通信息技术有限公司,0.8-2万/月,测试工程师
北京-西城区,https://jobs.51job.com/all/co3851403.html,"1、负责web前端系统和功能的开发、调试和维护;,2、前端技术框架和js等互动效果开发;,3、关注技术动向，研究前端开发的新技术并攻关技术难题；,任职要求：,1、三年以上Web前端开发经验，有扎实的技术功底;,2、熟悉页面架构和布局，对表现与数据分离、Web语义化等有深刻理解，对HTML5/CSS3等有较好的了解；,3、掌握JavaScript、Ajax、CSS、HTML等web开发领域相关技术;,4、掌握ECMAScript5核心语法，熟悉ES6语法，熟悉至少一种JS框架(react、vuejs、Angular 、Backbone等)技术；,5、理解前端构建的意义，了解前端构建过程，熟练使用 webpack、gulp、grunt等前端构建工具；,6、严格遵守团队的代码格式、结构的规定，编写易读、易维护、高质量、高效率的代码;,7、有后端技术（如NodeJS/JAVA/PHP/Python）经验者优先；",中科数创（北京）数字传媒有限公司,2-2.5万/月,Web前端开发工程师
北京,https://jobs.51job.com/all/co2594116.html,,北京磨铁图书有限公司,1.5-2.5千/月,企发部实习生
空,空,空,罗克韦尔自动化(中国)有限公司,空,空
北京-西城区,https://jobs.51job.com/all/co2848220.html,"职责描述：,1. 运用文本挖掘、NLP的理论和方法，对互联网内容进行挖掘，解决业务实际问题；,2. 根据业务需要，对文本挖掘、NLP的开源算法进行改进，并进行集成开发；,3. 参与大规模数据智能挖掘分析系统的架构设计和功能研发。,任职要求：,1. 研究生及以上学历；,2. 3年及以上相关工作经验，熟悉常用文本挖掘、NLP模型算法及开源工具；,3. 精通JAVA/Python编程语言和设计模式，熟练使用常用算法和数据结构，具备优良的编码能力，具有实际的工程经验；,4. 具有统计或数据挖掘背景，并对NLP/文本挖掘算法和理论有较深入的研究者优先；,5. 具有大规模数据挖掘分析系统架构经验者优先；,6. 具有机器学习、深度学习算法实现经验者优先；,7. 具有良好的学习能力，沟通能力和团队精神。",新华网股份有限公司,1.5-2万/月,数据挖掘工程师（算法方向）
北京,https://jobs.51job.com/all/co4333431.html,,文思海辉金融,1-1.5万/月,Ai 工程师(职位编号：766323875014014)
北京-昌平区,https://jobs.51job.com/all/co2985864.html,"岗位职责：,1、负责建立生物信息数据分析流程并负责生物信息数据采集和应用；,2、评估、安装已有的软件以及信息流程并开发新的分析软件；,3、能够将分析结果做成清晰完整的报告；,4、阅读新发表的文章并且不断了解相关课题最新进展；,5、和团队里其他计算人员或实验人员沟通，和客户沟通需求。,任职资格：,1、生物信息学, 计算机软件，应用数学或相关专业研究生以上学历；本科学历具有3年相关工作经验也可；,2、至少 1 年以上高通量测序数据分析经验 （有 illumina 高通量测序数据分析经验者优先）；,3、熟练至少一种编程语言（会python，c/c++，go优先），并有能力快速学习其他编程语言（比如Rs）。熟悉Linux编程环境和shellscripting；,4、熟悉广泛使用的生物信息工具，比如应用在alignment, assembly, RNA-seq 的软件，和分析流程。,5、能够阅读英文文献。",杭州诺辉健康科技有限公司,1-2万/月,生物信息工程师
北京-丰台区,https://jobs.51job.com/all/co2034335.html,,房天下（北京）,0.8-1万/月,数据分析师/高级分析师（城市规划方向）
北京,https://jobs.51job.com/all/co3787397.html,"【岗位职责】,1、主要负责Web项目中的运维部署；,2、对系统运行提出合理的调优方案；,3、能采用合理的工具监控系统运行；,4、学习和研究新技术以满足产品的需求，特别在云计算和微服务方面有强烈的求知欲；,【任职要求】,1、统招本科（含）以上学历，计算、软件等相关专业，具有3年以上IT/云计算运维经验；,2、熟悉常用的开源软件（如：nginx，tomcat，memcache，redis，mongodb，zabbix等）；,3、熟练使用shell，熟悉Python、ruby、php等脚本语言中的一种，针对nginx，apache,tomcat,jboss等应用层程序进行监控；,4、熟悉Docker容器技术，有面向Docker开发运维的实际项目经验优先；,5、熟悉Linux操作系统，能独立运用各种系统工具收集、整理、分析系统性能，对优先关注的CPU、MEM、I/O等参数有充分认识；,6、具备团队协作精神，对待工作有强烈的责任心和积极性",北京盛德信联科技有限公司,1-2万/月,云计算运维工程师
北京-朝阳区,https://jobs.51job.com/all/co4948082.html,"岗位职责：,1. 负责区块链产品社区网站的建设。,2. 从事区块链技术相关产品的设计和研发工作。,3. 参与研究并攻坚公司区块链产品的关键技术实现。,任职要求：,1. 计算机相关专业，本科及以上学历，扎实的数据结构和算法基础，3年以上相关工作经验。,2. 具有互联网网站或移动互联网项目开发经验和服务器、数据库的部署/架构能力。,3. 熟悉关系型数据库操作，如MySQL、MSSQL、Oracle；至少熟悉一种NoSQL数据库：如MongoDB、CouchDB等。,4. 精通使用一门后台语言，比如Nodejs，Go，Java，Python等。,5. 熟练掌握HTML、CSS和JavaScript等前端技术，熟悉主流框架（React、Vue、Angularjs）至少一种。,加分项：,1. 具有React Naive或其他移动APP开发经验。,2. 熟悉区块链技术原理，具有以太坊、比特币或者Fabric开发经验。,3. 具有大数据、分布式计算、网络安全相关知识和技术。,4. 具有微服务经验。,5. 良好的编程风格、参与过开源项目。,6. 熟悉原型设计和界面设计软件。",同心互联（北京）科技有限公司,1.5-2.5万/月,全栈全端工程师
北京-海淀区,https://jobs.51job.com/all/co3781874.html,"岗位职责：,1、负责服务器的安装部署、上线发布、日常监控、故障处理、数据备份、日志分析、性能优化等工作；,2、负责相关数据的收集、分析和总结；,3、负责技术运维相关的文档、手册、流程编写整理；,岗位要求：,1、2-3年以上Linux运维经验，有丰富的Linux系统参数设置、性能调优、系统安全、故障定位处理经验；,2、熟悉常用服务的安装及配置，例如:Apache, nginx,MySQL,Redis等，有云平台系统运维经验（阿里云）优先；,3、具有大型网站的运维/架构经验、了解自动化运维和监控工具，在网络安全方面有一定经验；,4、熟悉shell编程或脚本语言(例如Python,Perl等)，能编写自动化运维脚本者优先；,5、熟悉html,js,css及java语言者优先;,6、有从事搜索、网络内容抓取相关工作经验者优先;,7、有从事音频视频服务相关工作经验，了解阿里云、七牛云等流媒体云平台者优先;,8、工作态度踏实、认真，积极主动，抗压性强，具有较强的责任心以及团队合作精神。",上海彤道网络科技有限公司,0.7-1.2万/月,网络服务器运维工程师
香港,https://jobs.51job.com/all/co773256.html,,华高科技（苏州）有限公司,2.5-3万/月,Software Specialist/ Object Detection
北京-海淀区,https://jobs.51job.com/all/co3959117.html,,北京迪文科技有限公司,1.5-2万/月,物联网云平台负责人
北京-朝阳区,https://jobs.51job.com/all/co2169108.html,,中国中期投资股份有限公司,1.5-2万/月,量化研究员
北京-朝阳区,https://jobs.51job.com/all/co2169108.html,,中国中期投资股份有限公司,1.5-2万/月,量化研究员
空,空,空,西门子（中国）有限公司Siemens Ltd. China,空,空
北京-海淀区,https://jobs.51job.com/all/co2675238.html,"1. 依据需求文档及策略设计文档,编写测试用例;,2. 完成产品的集成测试与系统测试;,3. 根据测试计划,搭建测试环境;,4. 依据测试用例执行手工测试,反馈跟踪产品BUG及用例缺陷;,5. 测试工具/系统的研究和应用。,任职要求：,1. 本科及以上,计算机相关专业;具备2年以上测试工作经验;,2. 熟悉Linux命令，可以搭建测试环境,工作比较细心;,3. 掌握基本的软件测试理论,熟悉软件测试的基本方法、流程和规范;,4. 熟练运用各种黑盒测试用例设计方法;,5. 具有语音识别等测试经验优先,能够独立编写简单代码（C/JAVA/PYTHON)优先考虑;,6. 有Android APP测试经验者优先考虑;熟悉自动化测试者优先考虑。",普强信息技术（北京）有限公司,0.6-1.2万/月,功能测试工程师（ASR）
北京-海淀区,https://jobs.51job.com/all/co3543534.html,,进化时代科技（北京）有限责任公司,1.5-2万/月,后端PHP高级工程师
北京-朝阳区,https://jobs.51job.com/all/co4289336.html,,北京蛙鸣华清环保科技有限公司,6-8千/月,数据校准分析工程师
北京-朝阳区,https://jobs.51job.com/all/co4239522.html,"1．基于大型分布式平台的数据仓库模型设计及实现；,2．ETL开发、优化、技术攻关；,3．负责数据项目的开发、推进和优化；,4．数据产品、工具的设计和技术实现；,5．协助建立数据模型，对数据进行挖掘、优化及统计。,【任职要求】,1．2-5年数据仓库实施经验，ETL实施经验，认可数据产生价值；,2．熟练掌握一门语言Java或者Scala，能够编写Mapreduce、Spark等应用程序，以及相关的性能优化方式；,3．理解数据库原理，熟练使用至少一种关系数据库管理系统，如Mysql、Oracle；理解Nosql；,4．精通一种或多种分布式平台，理解计算框架，如Hadoop，Mapreduce、Spark streaming、HBase，Zookeeper、Hive、Sqoop、elk、Kafka；熟练掌握相关组件的使用、原理实现、常用的性能优化方案；,5．熟悉常用的数据结构和算法，有在业务或分布式系统中解决负载均衡，数据一致性保证的经验尤佳；,6．熟悉Linux系统，熟练掌握 Shell、Python、Perl 或其它任何一门脚本语言；,7. 有快速和持续学习的能力，动手能力强，有进取心、责任心强。",北京小鱼易连科技有限公司,1.5-2万/月,大数据开发工程师
北京-丰台区,https://jobs.51job.com/all/co4781669.html,"岗位职责：,1. 研发自动化运维平台，提高运维、开发协作效率，规范操作流程；,2. 研发基础服务组件，解决运维实际需求，减少重复开发与运维；,3. 评估系统性能和运行状态，建立量化指标，用数据指导优化；,4. 参与系统、应用线上运维工作，并提出提高整体运维水平的建议。,   ,任职要求：,1. 五年以上运维相关工作经验，两年以上运维开发经验，有中大型互联网公司运维自动化经验者优先；,2. 熟悉常见运维配置及优化，如Svn/git/Ansible/Nginx/Tomcat/salt等；,3. 熟悉常用的zabbix,  grafana, Prometheus等监控开源框架；,4. 深入理解Linux操作系统、体系结构。了解网络理论知识，包括各类协议（TCP/IP、UDP、ICMP 等）、MAC 地址、IP 包、DNS、OSI 分层、负载均衡等；,5. 熟练掌握python/java/go脚本等语言；,6. 良好的沟通协调能力、较强的团队合作精神、优秀的执行能力，强烈的责任心和敬业精神，结果导向型思维，很强的分析问题和解决问题的能力。",北京虹信万达科技有限公司,1.2-1.8万/月,自动化运维开发工程师
北京-朝阳区,https://jobs.51job.com/all/co4163486.html,"工作职责：,1.负责核心业务系统架构改进和重要模块实现；,2.参与新业务的开发编码和单元测试，保证按时按质按量完成；,3.对线上突发问题做及时响应。,岗位要求：,1.三年以上 Java 开发经验，有云服务器部署经验；,2.熟悉JVM运行机制及优化，熟悉多线程编程；,3.熟练使用Spring， MyBatis等流行开源框架；,4.熟练关系型数据库如MySql使用，了解NoSQL（例如MongoDB，等）的使用场景以及限制；,5.有Java web经验，熟悉Http请求协议，熟悉Restful设计风格；,6.熟悉Linux系统。,加分项：,1.熟悉分布式缓存(Redis、Memcached)，NoSql(Mongo、HBase)，RPC(Dubbo，Thrift)，MQ(Kafaka，RabbitMQ)，搜索引擎(Elastic Search)等技术；,2.有NodeJS, Python等其他脚本语言经验；,3.大流量高并发Web开发经验者优先。",北京致云致远科技有限公司,2.5-3.5万/月,服务端开发工程师
